intensification,mature,decay,residual
1985-02-06 14:00:00,1985-02-08 17:00:00,1985-02-09 18:00:00,1985-02-11 21:00:00
1985-02-08 16:00:00,1985-02-09 17:00:00,1985-02-11 20:00:00,1985-02-13 00:00:00
