intensification,mature,decay,intensification 2,mature 2,decay 2
1984-08-09 00:00:00,1984-08-09 10:00:00,1984-08-09 16:00:00,1984-08-10 01:00:00,1984-08-10 22:00:00,1984-08-11 06:00:00
1984-08-09 09:00:00,1984-08-09 15:00:00,1984-08-10 00:00:00,1984-08-10 21:00:00,1984-08-11 05:00:00,1984-08-11 19:00:00
