intensification,mature,decay,intensification 2,mature 2,decay 2
2018-01-22 17:00:00,2018-01-23 15:00:00,2018-01-24 03:00:00,2018-01-24 18:00:00,2018-01-26 15:00:00,2018-01-27 02:00:00
2018-01-23 14:00:00,2018-01-24 02:00:00,2018-01-24 17:00:00,2018-01-26 14:00:00,2018-01-27 01:00:00,2018-01-27 16:00:00
