intensification,mature,decay,intensification 2,mature 2,decay 2
2004-10-17 07:00:00,2004-10-17 19:00:00,2004-10-18 04:00:00,2004-10-18 20:00:00,2004-10-19 16:00:00,2004-10-20 01:00:00
2004-10-17 18:00:00,2004-10-18 03:00:00,2004-10-18 19:00:00,2004-10-19 15:00:00,2004-10-20 00:00:00,2004-10-20 15:00:00
