intensification,mature,decay,residual
2005-02-24 04:00:00,2005-02-25 22:00:00,2005-02-26 11:00:00,2005-02-27 09:00:00
2005-02-25 21:00:00,2005-02-26 10:00:00,2005-02-27 08:00:00,2005-02-28 14:00:00
