incipient,intensification,mature,decay
2019-10-27 10:00:00,2019-10-27 18:00:00,2019-10-28 12:00:00,2019-10-29 01:00:00
2019-10-27 17:00:00,2019-10-28 11:00:00,2019-10-29 00:00:00,2019-10-30 08:00:00
