intensification,mature,decay,residual
1987-03-07 06:00:00,1987-03-07 23:00:00,1987-03-08 05:00:00,1987-03-08 14:00:00
1987-03-07 22:00:00,1987-03-08 04:00:00,1987-03-08 13:00:00,1987-03-08 23:00:00
