intensification,mature,decay,intensification 2,mature 2,decay 2
2003-01-13 16:00:00,2003-01-14 16:00:00,2003-01-15 03:00:00,2003-01-15 20:00:00,2003-01-16 16:00:00,2003-01-17 02:00:00
2003-01-14 15:00:00,2003-01-15 02:00:00,2003-01-15 19:00:00,2003-01-16 15:00:00,2003-01-17 01:00:00,2003-01-18 00:00:00
