intensification,mature,decay,intensification 2,mature 2,decay 2
1988-04-03 09:00:00,1988-04-03 17:00:00,1988-04-03 23:00:00,1988-04-04 09:00:00,1988-04-04 19:00:00,1988-04-05 02:00:00
1988-04-03 16:00:00,1988-04-03 22:00:00,1988-04-04 08:00:00,1988-04-04 18:00:00,1988-04-05 01:00:00,1988-04-05 18:00:00
