incipient,intensification,mature,decay
2002-08-21 10:00:00,2002-08-22 10:00:00,2002-08-23 13:00:00,2002-08-24 01:00:00
2002-08-22 09:00:00,2002-08-23 12:00:00,2002-08-24 00:00:00,2002-08-25 00:00:00
