incipient,intensification,mature,decay
2004-08-10 01:00:00,2004-08-12 08:00:00,2004-08-14 11:00:00,2004-08-15 12:00:00
2004-08-12 07:00:00,2004-08-14 10:00:00,2004-08-15 11:00:00,2004-08-17 18:00:00
