intensification,mature,decay,residual
1994-08-19 08:00:00,1994-08-19 18:00:00,1994-08-19 23:00:00,1994-08-20 08:00:00
1994-08-19 17:00:00,1994-08-19 22:00:00,1994-08-20 07:00:00,1994-08-20 17:00:00
