incipient,intensification,mature,decay
1989-08-19 22:00:00,1989-08-21 18:00:00,1989-08-24 02:00:00,1989-08-24 21:00:00
1989-08-21 17:00:00,1989-08-24 01:00:00,1989-08-24 20:00:00,1989-08-26 08:00:00
