incipient,intensification,mature,decay
1994-09-07 04:00:00,1994-09-07 11:00:00,1994-09-07 20:00:00,1994-09-08 02:00:00
1994-09-07 10:00:00,1994-09-07 19:00:00,1994-09-08 01:00:00,1994-09-08 15:00:00
