incipient,intensification,mature,decay
1985-10-29 02:00:00,1985-10-29 07:00:00,1985-11-02 14:00:00,1985-11-03 06:00:00
1985-10-29 06:00:00,1985-11-02 13:00:00,1985-11-03 05:00:00,1985-11-04 08:00:00
