intensification,mature,decay,residual
1992-01-27 15:00:00,1992-01-28 02:00:00,1992-01-28 07:00:00,1992-01-28 15:00:00
1992-01-28 01:00:00,1992-01-28 06:00:00,1992-01-28 14:00:00,1992-01-29 02:00:00
