intensification,mature,decay,residual
1987-10-04 10:00:00,1987-10-04 18:00:00,1987-10-04 23:00:00,1987-10-05 06:00:00
1987-10-04 17:00:00,1987-10-04 22:00:00,1987-10-05 05:00:00,1987-10-05 21:00:00
