incipient,intensification,mature,decay
2017-07-30 08:00:00,2017-07-30 15:00:00,2017-08-07 18:00:00,2017-08-08 20:00:00
2017-07-30 14:00:00,2017-08-07 17:00:00,2017-08-08 19:00:00,2017-08-10 19:00:00
