intensification,mature,decay,residual
2012-12-24 06:00:00,2012-12-25 00:00:00,2012-12-26 00:00:00,2012-12-28 06:00:00
2012-12-24 23:00:00,2012-12-25 23:00:00,2012-12-28 05:00:00,2012-12-31 02:00:00
