incipient,intensification,mature,decay
1985-09-08 18:00:00,1985-09-09 18:00:00,1985-09-10 14:00:00,1985-09-11 00:00:00
1985-09-09 17:00:00,1985-09-10 13:00:00,1985-09-10 23:00:00,1985-09-11 21:00:00
