intensification,mature,decay,residual
1990-05-16 23:00:00,1990-05-17 07:00:00,1990-05-17 12:00:00,1990-05-17 19:00:00
1990-05-17 06:00:00,1990-05-17 11:00:00,1990-05-17 18:00:00,1990-05-18 12:00:00
