intensification,mature,decay,residual
2009-09-16 01:00:00,2009-09-16 09:00:00,2009-09-16 15:00:00,2009-09-17 02:00:00
2009-09-16 08:00:00,2009-09-16 14:00:00,2009-09-17 01:00:00,2009-09-17 16:00:00
