intensification,mature,decay,residual
2006-07-27 12:00:00,2006-07-28 13:00:00,2006-07-29 02:00:00,2006-07-30 03:00:00
2006-07-28 12:00:00,2006-07-29 01:00:00,2006-07-30 02:00:00,2006-07-30 13:00:00
