intensification,mature,decay,residual
2019-01-28 10:00:00,2019-01-29 23:00:00,2019-01-31 00:00:00,2019-02-01 15:00:00
2019-01-29 22:00:00,2019-01-30 23:00:00,2019-02-01 14:00:00,2019-02-02 19:00:00
