intensification,mature,decay,intensification 2,mature 2,decay 2
2006-03-18 02:00:00,2006-03-19 23:00:00,2006-03-21 04:00:00,2006-03-23 08:00:00,2006-03-25 04:00:00,2006-03-26 02:00:00
2006-03-19 22:00:00,2006-03-21 03:00:00,2006-03-23 07:00:00,2006-03-25 03:00:00,2006-03-26 01:00:00,2006-03-27 22:00:00
