incipient,intensification,mature,decay
2003-09-20 00:00:00,2003-09-21 07:00:00,2003-09-22 09:00:00,2003-09-22 22:00:00
2003-09-21 06:00:00,2003-09-22 08:00:00,2003-09-22 21:00:00,2003-09-24 03:00:00
