intensification,mature,decay,intensification 2,mature 2,decay 2
2014-12-31 07:00:00,2014-12-31 16:00:00,2014-12-31 21:00:00,2015-01-01 06:00:00,2015-01-01 11:00:00,2015-01-01 17:00:00
2014-12-31 15:00:00,2014-12-31 20:00:00,2015-01-01 05:00:00,2015-01-01 10:00:00,2015-01-01 16:00:00,2015-01-02 04:00:00
