incipient,intensification,mature,decay
1982-07-19 11:00:00,1982-07-19 17:00:00,1982-07-20 05:00:00,1982-07-20 11:00:00
1982-07-19 16:00:00,1982-07-20 04:00:00,1982-07-20 10:00:00,1982-07-21 01:00:00
