intensification,mature,decay,residual
2018-03-14 22:00:00,2018-03-16 08:00:00,2018-03-17 14:00:00,2018-03-20 00:00:00
2018-03-16 07:00:00,2018-03-17 13:00:00,2018-03-19 23:00:00,2018-03-22 21:00:00
