incipient,intensification,mature,decay
1987-03-19 02:00:00,1987-03-19 16:00:00,1987-03-20 22:00:00,1987-03-21 09:00:00
1987-03-19 15:00:00,1987-03-20 21:00:00,1987-03-21 08:00:00,1987-03-21 23:00:00
