intensification,mature,decay,residual
1981-11-07 07:00:00,1981-11-08 12:00:00,1981-11-09 03:00:00,1981-11-10 11:00:00
1981-11-08 11:00:00,1981-11-09 02:00:00,1981-11-10 10:00:00,1981-11-11 19:00:00
