intensification,mature,decay,intensification 2,mature 2,decay 2
2003-06-30 16:00:00,2003-07-02 10:00:00,2003-07-03 12:00:00,2003-07-05 12:00:00,2003-07-06 10:00:00,2003-07-07 05:00:00
2003-07-02 09:00:00,2003-07-03 11:00:00,2003-07-05 11:00:00,2003-07-06 09:00:00,2003-07-07 04:00:00,2003-07-09 02:00:00
