intensification,mature,decay,residual
1999-12-17 04:00:00,1999-12-17 14:00:00,1999-12-17 21:00:00,1999-12-18 08:00:00
1999-12-17 13:00:00,1999-12-17 20:00:00,1999-12-18 07:00:00,1999-12-19 02:00:00
