intensification,mature,decay,intensification 2,mature 2,decay 2
1993-02-13 05:00:00,1993-02-13 12:00:00,1993-02-13 17:00:00,1993-02-14 00:00:00,1993-02-14 06:00:00,1993-02-14 11:00:00
1993-02-13 11:00:00,1993-02-13 16:00:00,1993-02-13 23:00:00,1993-02-14 05:00:00,1993-02-14 10:00:00,1993-02-14 20:00:00
