incipient,intensification,mature,decay
1987-12-02 08:00:00,1987-12-02 22:00:00,1987-12-03 13:00:00,1987-12-03 18:00:00
1987-12-02 21:00:00,1987-12-03 12:00:00,1987-12-03 17:00:00,1987-12-03 23:00:00
