intensification,mature,decay,intensification 2,mature 2,decay 2
1989-01-02 12:00:00,1989-01-03 12:00:00,1989-01-04 02:00:00,1989-01-05 03:00:00,1989-01-05 20:00:00,1989-01-06 06:00:00
1989-01-03 11:00:00,1989-01-04 01:00:00,1989-01-05 02:00:00,1989-01-05 19:00:00,1989-01-06 05:00:00,1989-01-07 05:00:00
