incipient,intensification,mature,decay
1987-06-01 08:00:00,1987-06-02 17:00:00,1987-06-04 03:00:00,1987-06-04 20:00:00
1987-06-02 16:00:00,1987-06-04 02:00:00,1987-06-04 19:00:00,1987-06-06 09:00:00
