intensification,mature,decay,residual
2003-08-27 06:00:00,2003-08-27 15:00:00,2003-08-28 00:00:00,2003-08-28 15:00:00
2003-08-27 14:00:00,2003-08-27 23:00:00,2003-08-28 14:00:00,2003-08-29 00:00:00
