intensification,mature,decay,intensification 2,mature 2,decay 2
1989-07-23 10:00:00,1989-07-24 16:00:00,1989-07-25 03:00:00,1989-07-25 16:00:00,1989-07-26 18:00:00,1989-07-27 04:00:00
1989-07-24 15:00:00,1989-07-25 02:00:00,1989-07-25 15:00:00,1989-07-26 17:00:00,1989-07-27 03:00:00,1989-07-27 21:00:00
