intensification,mature,decay,residual
2016-05-19 10:00:00,2016-05-21 20:00:00,2016-05-22 14:00:00,2016-05-23 08:00:00
2016-05-21 19:00:00,2016-05-22 13:00:00,2016-05-23 07:00:00,2016-05-24 04:00:00
