intensification,mature,decay,intensification 2,mature 2,decay 2
2006-12-27 03:00:00,2006-12-27 18:00:00,2006-12-28 04:00:00,2006-12-28 21:00:00,2006-12-29 14:00:00,2006-12-30 05:00:00
2006-12-27 17:00:00,2006-12-28 03:00:00,2006-12-28 20:00:00,2006-12-29 13:00:00,2006-12-30 04:00:00,2006-12-31 18:00:00
