incipient,intensification,mature,decay
2005-06-18 10:00:00,2005-06-19 02:00:00,2005-06-19 20:00:00,2005-06-20 05:00:00
2005-06-19 01:00:00,2005-06-19 19:00:00,2005-06-20 04:00:00,2005-06-20 20:00:00
