intensification,mature,decay,residual
1988-10-31 00:00:00,1988-10-31 07:00:00,1988-10-31 14:00:00,1988-11-01 02:00:00
1988-10-31 06:00:00,1988-10-31 13:00:00,1988-11-01 01:00:00,1988-11-01 14:00:00
