intensification,mature,decay,intensification 2,mature 2,decay 2
2014-04-27 11:00:00,2014-04-28 01:00:00,2014-04-28 09:00:00,2014-04-28 21:00:00,2014-04-30 04:00:00,2014-04-30 16:00:00
2014-04-28 00:00:00,2014-04-28 08:00:00,2014-04-28 20:00:00,2014-04-30 03:00:00,2014-04-30 15:00:00,2014-05-01 13:00:00
