incipient,intensification,mature,decay
2014-05-01 07:00:00,2014-05-01 23:00:00,2014-05-03 12:00:00,2014-05-04 03:00:00
2014-05-01 22:00:00,2014-05-03 11:00:00,2014-05-04 02:00:00,2014-05-05 08:00:00
