intensification,mature,decay,residual
2006-08-01 14:00:00,2006-08-04 12:00:00,2006-08-05 04:00:00,2006-08-06 13:00:00
2006-08-04 11:00:00,2006-08-05 03:00:00,2006-08-06 12:00:00,2006-08-06 18:00:00
