intensification,mature,decay,intensification 2,mature 2,decay 2
2007-12-01 04:00:00,2007-12-02 00:00:00,2007-12-02 14:00:00,2007-12-03 13:00:00,2007-12-05 17:00:00,2007-12-06 09:00:00
2007-12-01 23:00:00,2007-12-02 13:00:00,2007-12-03 12:00:00,2007-12-05 16:00:00,2007-12-06 08:00:00,2007-12-07 12:00:00
