intensification,mature,decay,intensification 2,mature 2,decay 2
1980-12-03 21:00:00,1980-12-05 05:00:00,1980-12-05 22:00:00,1980-12-07 04:00:00,1980-12-09 02:00:00,1980-12-09 16:00:00
1980-12-05 04:00:00,1980-12-05 21:00:00,1980-12-07 03:00:00,1980-12-09 01:00:00,1980-12-09 15:00:00,1980-12-10 09:00:00
