intensification,mature,decay,intensification 2,mature 2,decay 2
1983-05-27 08:00:00,1983-05-28 12:00:00,1983-05-29 08:00:00,1983-05-30 17:00:00,1983-06-02 00:00:00,1983-06-02 20:00:00
1983-05-28 11:00:00,1983-05-29 07:00:00,1983-05-30 16:00:00,1983-06-01 23:00:00,1983-06-02 19:00:00,1983-06-04 05:00:00
