intensification,mature,decay,intensification 2,mature 2,decay 2
1998-12-11 07:00:00,1998-12-12 12:00:00,1998-12-13 09:00:00,1998-12-15 00:00:00,1998-12-17 10:00:00,1998-12-18 07:00:00
1998-12-12 11:00:00,1998-12-13 08:00:00,1998-12-14 23:00:00,1998-12-17 09:00:00,1998-12-18 06:00:00,1998-12-19 19:00:00
