incipient,intensification,mature,decay
2010-07-21 12:00:00,2010-07-22 10:00:00,2010-07-22 23:00:00,2010-07-23 10:00:00
2010-07-22 09:00:00,2010-07-22 22:00:00,2010-07-23 09:00:00,2010-07-24 09:00:00
