incipient,intensification,mature,decay
1994-07-27 15:00:00,1994-07-28 20:00:00,1994-08-04 06:00:00,1994-08-05 03:00:00
1994-07-28 19:00:00,1994-08-04 05:00:00,1994-08-05 02:00:00,1994-08-06 14:00:00
