incipient,intensification,mature,decay
2013-11-06 17:00:00,2013-11-07 03:00:00,2013-11-10 00:00:00,2013-11-10 22:00:00
2013-11-07 02:00:00,2013-11-09 23:00:00,2013-11-10 21:00:00,2013-11-12 09:00:00
