incipient,intensification,mature,decay
1991-04-21 22:00:00,1991-04-26 16:00:00,1991-04-30 18:00:00,1991-05-02 18:00:00
1991-04-26 15:00:00,1991-04-30 17:00:00,1991-05-02 17:00:00,1991-05-07 01:00:00
