incipient,intensification,mature,decay
1989-06-04 11:00:00,1989-06-04 17:00:00,1989-06-05 10:00:00,1989-06-05 16:00:00
1989-06-04 16:00:00,1989-06-05 09:00:00,1989-06-05 15:00:00,1989-06-05 22:00:00
