intensification,mature,decay,residual
1997-07-01 11:00:00,1997-07-03 03:00:00,1997-07-04 09:00:00,1997-07-07 01:00:00
1997-07-03 02:00:00,1997-07-04 08:00:00,1997-07-07 00:00:00,1997-07-07 06:00:00
