incipient,intensification,mature,decay
2015-07-01 03:00:00,2015-07-02 12:00:00,2015-07-06 22:00:00,2015-07-08 04:00:00
2015-07-02 11:00:00,2015-07-06 21:00:00,2015-07-08 03:00:00,2015-07-09 09:00:00
