incipient,intensification,mature,decay
2006-10-11 02:00:00,2006-10-11 19:00:00,2006-10-12 03:00:00,2006-10-12 09:00:00
2006-10-11 18:00:00,2006-10-12 02:00:00,2006-10-12 08:00:00,2006-10-12 22:00:00
