incipient,intensification,mature,decay
1987-06-03 13:00:00,1987-06-03 18:00:00,1987-06-04 14:00:00,1987-06-04 20:00:00
1987-06-03 17:00:00,1987-06-04 13:00:00,1987-06-04 19:00:00,1987-06-05 06:00:00
