incipient,intensification,mature,decay
1994-07-21 15:00:00,1994-07-22 03:00:00,1994-07-23 05:00:00,1994-07-23 15:00:00
1994-07-22 02:00:00,1994-07-23 04:00:00,1994-07-23 14:00:00,1994-07-24 11:00:00
