incipient,intensification,mature,decay
1991-02-18 12:00:00,1991-02-18 18:00:00,1991-02-19 05:00:00,1991-02-19 10:00:00
1991-02-18 17:00:00,1991-02-19 04:00:00,1991-02-19 09:00:00,1991-02-19 21:00:00
