intensification,mature,decay,residual
1982-12-01 20:00:00,1982-12-04 09:00:00,1982-12-05 14:00:00,1982-12-08 01:00:00
1982-12-04 08:00:00,1982-12-05 13:00:00,1982-12-08 00:00:00,1982-12-10 11:00:00
