incipient,intensification,mature,decay
1988-08-24 22:00:00,1988-08-27 17:00:00,1988-08-28 12:00:00,1988-08-29 00:00:00
1988-08-27 16:00:00,1988-08-28 11:00:00,1988-08-28 23:00:00,1988-08-29 23:00:00
