intensification,mature,decay,residual
2011-12-26 15:00:00,2011-12-27 09:00:00,2011-12-27 16:00:00,2011-12-28 04:00:00
2011-12-27 08:00:00,2011-12-27 15:00:00,2011-12-28 03:00:00,2011-12-29 08:00:00
